Column1,fiscal_yr,service_id,service_name_en,service_name_fr,service_standard_id,service_standard_en,service_standard_fr,type,gcss_tool_fiscal_yr,channel,channel_comments_en,channel_comments_fr,target_type,target,volume_meeting_target,total_volume,performance,comments_en,comments_fr,target_met,standards_targets_uri_en,standards_targets_uri_fr,performance_results_uri_en,performance_results_uri_fr,org_name_variant,org_id,department_en,department_fr,fy_org_id_service_id,New_standard,Standard_established,Explanation_in_comment,Published_on_website,Column3
11971,2023-2024,2606,Mining Matters Educational Resources for Students,Ressources éducatives pour les étudiants 'Mining Matters',5946,"Providing access to educational resources to students.(The online educational resources on MinesMatter.ca are accessible 24 hours a day,  7 days a week, 365 days a year)","Permettre aux étudiants d'accéder aux ressources éducatives.(Les ressources éducatives en ligne sur MinesMatter.ca sont accessibles 24 heures sur 24, 7 jours sur 7, 365 jours par an.)",ACS,,EML,,,,,,,,,,,http://,http://,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2606,,,,,
11972,2023-2024,2606,Mining Matters Educational Resources for Students,Ressources éducatives pour les étudiants 'Mining Matters',5947,The educational resources are 100% accurate,Les ressources éducatives sont exactes à 100 %.,ACY,,EML,,,,,,,,,,,http://,http://,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2606,5947,,,,
11973,2023-2024,2608,Development and Delivery of Regional Mining Webinars,Développement et livraison de séminaire en ligne régionaux pour l'exploitation minière,5948,"Providing access to educational webinars.(Webinars are accessible 24 hours a day,  7 days a week, 365 days a year)","Accès aux webinaires éducatifs.(Les webinaires sont accessibles 24 heures sur 24, 7 jours sur 7, 365 jours par an.)",ACS,,EML,,,,,,,,,,,http://,http://,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2608,5948,,,,
11974,2023-2024,2608,Development and Delivery of Regional Mining Webinars,Développement et livraison de séminaire en ligne régionaux pour l'exploitation minière,5949,Webinars are 100% accurate,Les webinaires sont exacts à 100 %.,ACY,,EML,,,,,,,,,,,http://,http://,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2608,5949,,,,
11975,2023-2024,2912,Canadian Hazards Information Service (Untargeted),Service canadien d'information sur les risques (non ciblé),5887,Reports on 95% earthquakes M>4 within 5 mins of data acquistion. Space weather forecast issued daily.,Rapports sur 95 % des tremblements de terre M>4 dans les 5 minutes suivant l'acquisition des données. Prévisions météorologiques spatiales publiées quotidiennement.,TML,,ONL,,,,,,,,,,,http://,http://,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2912,5887,,,,
11989,2023-2024,2614,Contributions in support of Accommodation Measures for Trans Mountain Expansion,Contributions à l'appui des mesures d'accommodement du projet d'agrandissement du réseau de Trans Mountain,5286,Acknowledging receipt of proposal (5 business days),Accusé de réception de la proposition (5 jours ouvrables),TML,,ONL,,,,,0,0,,No new contribution agreements have been signed since 2022-2023.  All 2023-2024 has been transfered to ECCC,Aucun nouvel accord de contribution n'a été signé depuis 2022-2023.  La totalité de la période 2023-2024 a été transférée à l'ECCC.,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2614,,,All 2023-2024 has been transfered to ECCC,https://natural-resources.canada.ca/corporate/transparency/natural-resources-canada-s-service-standards-transfer-payment-programs#t8,
11990,2023-2024,2614,Contributions in support of Accommodation Measures for Trans Mountain Expansion,Contributions à l'appui des mesures d'accommodement du projet d'agrandissement du réseau de Trans Mountain,5287,Providing funding decision (60 business days),Fournir une décision de financement (60 jours ouvrables),TML,,ONL,,,,,0,0,,No new contribution agreements have been signed since 2022-2023.  All 2023-2024 has been transfered to ECCC,Aucun nouvel accord de contribution n'a été signé depuis 2022-2023.  La totalité de la période 2023-2024 a été transférée à l'ECCC.,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2614,5287,,All 2023-2024 has been transfered to ECCC,https://natural-resources.canada.ca/corporate/transparency/natural-resources-canada-s-service-standards-transfer-payment-programs#t8,
11996,2023-2024,1519,Earth Observation Data Service,Service de données d'observation de la Terre,5783,98% up time,98 % de temps de fonctionnement,OTH,,OTH,This service provides tailor-made support to its stakeholders  and external clients.,Ce service fournit un soutien sur mesure à ses parties prenantes et à ses clients externes.,,,71,71,1,,,,http://,http://,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_1519,,,,,
12038,2023-2024,2550,Contributions Program of the Office of the Privacy Commissioner of Canada.,Programme des contributions du Commissariat à la protection de la vie privée du Canada.,5321,Advise applicants of our funding decisions within 90 business days of the close of a call for proposals.,Informer les candidats de nos décisions de financement dans les 90 jours ouvrables suivant la clôture d'un appel à propositions.,TML,,EML,"All applications were received via email this year, although we also allow people to submit via mail or Fax.","Cette année, toutes les candidatures ont été reçues par courriel, mais nous offrons également la possibilité de les envoyer par courrier ou par télécopie.",,,61,68,0.8971,"In most cases, we responded to organizations within the 90 business days. Due to a filing error, 7 applicants received a response outside of the standard.","Dans la plupart des cas, nous avons répondu aux organisations dans les 90 jours ouvrables. En raison d'une erreur de classement, 7 candidats ont reçu une réponse en dehors de la norme.",,https://www.priv.gc.ca/en/opc-actions-and-decisions/research/funding-for-privacy-research-and-knowledge-translation/,https://www.priv.gc.ca/fr/mesures-et-decisions-prises-par-le-commissariat/recherche/financement-pour-les-projets-de-recherche-et-d-application-des-connaissances/,Not applicable,Not applicable,opc-cpvp,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada,2023-2024_256_2550,5321,,"Due to a filing error, 7 applicants received a response outside of the standard.",Not applicable,
12055,2023-2024,SRV02886,Access to Places Administered by Parks Canada,Accès aux Lieux Administrés par Parcs Canada,STAN00005278,Visitors will receive the service from Parks Canada for which a fee has been paid in respect with the service commitment outlines for each fee type.,Les visiteurs recevront le service de Parcs Canada pour lequel une redevance a été payée conformément à l'engagement de service pour chaque type de redevance.,ACS,,EML,,,,,,,,,,,http://,http://,,,pc,263,Parks Canada,Parcs Canada,2023-2024_263_SRV02886,,,,The Agency was not able to capture the performance result at the fee level,
12056,2023-2024,SRV02891,Connecting Canadians to Canada’s Natural and Cultural Heritage,Connecter les Canadiens au Patrimoine Naturel et Culturel du Canada,STAN00005894,Visitors will receive the service from Parks Canada for which a fee has been paid in respect with the service commitment outlined for each fee type.,"Les visiteurs recevront le service de Parcs Canada pour lequel un droit a été payé, conformément à l'engagement de service décrit pour chaque type de droit.",ACS,,EML,,,,,,,,,,,http://,http://,https://parks.canada.ca/agence-agency/dp-pd/ns-ss/nsr-ssr,https://parks.canada.ca/agence-agency/dp-pd/ns-ss/nsr-ssr,pc,263,Parks Canada,Parcs Canada,2023-2024_263_SRV02891,,,,The Agency was not able to capture the performance result at the fee level,
12061,2023-2024,2142,Highway Operations,Opérations de voirie,STAN00005416,Our Service Standards are set forth within the Highway Operations Unit- Winter Maintenance Guidelines these guidelines are not publically available,Les normes de service actuelles ne font pas l'objet d'un engagement public.,OTH,,OTH,Current service standards are not a public commitment,Les normes de service actuelles ne constituent pas un engagement public.,,,,,,,,,http://,http://,,,pc,263,Parks Canada,Parcs Canada,2023-2024_263_2142,,No,Current service standards are not a public commitment,,
12064,2023-2024,955,Townsite Management,Gestion des lotissements urbains,4001,"Business Licenses in National Parks Successful applicants will recieve their business license or a reason for its refusal within 15 working days of receipt of the application and all documents required. 

Overweight Vehicle Permits: Successful application will receive their permit or a reason for its denial within 48 hours.","Les candidats retenus recevront leur permis d'exploitation ou un avis de refus dans les 15 jours ouvrables suivant la réception de la demande et de tous les documents requis. 

Permis pour véhicules en surpoids : Les candidats retenus recevront leur permis ou la raison de son refus dans les 48 heures.",TML,,EML,Met target 84% of time. Response times have been delayed as some field units has experienced high volumes of applications. Parks Canada has implemented a resolution and anticipates meeting the service standard in 2023-2024.,Objectif atteint 84 % du temps. Les délais de réponse ont été retardés car certaines unités de gestion ont reçu des volumes élevés de demandes. Parcs Canada a mis en œuvre une résolution et prévoit respecter la norme de service en 2023-2024.,,,2500,2100,1.1905,Met target 84% of time. Response times have been delayed as some field units has experienced high volumes of applications. Parks Canada has implemented a resolution and anticipates meeting the service standard in 2023-2024.,Objectif atteint 84 % du temps. Les délais de réponse ont été retardés car certaines unités de gestion ont reçu des volumes élevés de demandes. Parcs Canada a mis en œuvre une résolution et prévoit respecter la norme de service en 2023-2024.,,https://www.pc.gc.ca/en/agence-agency/dp-pd/ns-ss/ns-ss01,https://www.pc.gc.ca/en/agence-agency/dp-pd/ns-ss/ns-ss01,,,pc,263,Parks Canada,Parcs Canada,2023-2024_263_955,,,Met target 84% of time. Parks Canada has implemented a resolution and anticipates meeting the service standard in 2023-2024.,,
12104,2023-2024,896,Access to Information and Privacy (ATIP),Accès à l'information et  la protection des renseignements personnels (AIPRP),1028,"Legal response time of 30 calendar days from the date of receipt of an official request, or within the extended deadline",Un délai légal de 30 jours civils à compter de la réception d’une demande officielle ou lorsqu'une prorogation était demandée,TML,,OTH,"The request is processed and meets (or does not meet) the legislated requirements. This is based on the date the response is provided regardless of the channel being used. For detailed information, please view the Access to Information Act and Privacy Act Annual Reports","La demande est traitée et satisfait (ou ne satisfait pas) aux exigences de la Loi. Ceci est basé sur la date à laquelle la réponse est fournie, quel que soit le canal utilisé. Pour des renseignements détaillés, veuillez consulter les rapports annuels sur la Loi sur l’accès à l’information et sur la Loi sur la protection des renseignements personnels.",,,,,,,,,https://www.canada.ca/en/public-health/corporate/mandate/about-agency/access-information-privacy.html,https://www.canada.ca/fr/sante-publique/organisation/mandat/a-propos-agence/acces-a-information-protection-renseignements-personnels.html,,,phac-aspc,280,Public Health Agency of Canada,Agence de la santé publique du Canada,2023-2024_280_896,,,,,
12311,2023-2024,935,Canadian Police College (CPC),Collège canadian de police (CCP),STAN00005359,"The CPC provides advanced, specialized training and education to police and other organizations that have a mandate in law enforcement or who support public safety in Canada and internationally.",Le CCP offre une formation et un enseignement avancés et spécialisés aux services de police et à d'autres organismes qui ont un mandat d'application de la loi ou qui soutiennent la sécurité publique au Canada et à l'étranger.,ACY,,OTH,,,,,,,,The College does not have any Service Delivery Targets or explicit service standards.  We are bound by PIP and DRR like other departments but nothing to report as far as Service Level Agreements or Objectives.,"Le Collège n'a pas d'objectifs de prestation de services ni de normes de service explicites.  Nous sommes liés par le PIR et le RRM comme les autres départements, mais nous n'avons rien à signaler en ce qui concerne les accords de niveau de service ou les objectifs.",,Not applicable,Not applicable,Not applicable,Not applicable,rcmp-grc,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada,2023-2024_295_935,,No,The College does not have any Service Delivery Targets or explicit service standards,Not applicable,
12326,2023-2024,2454,Information sharing service between INTERPOL/Europol and Canadian Law Enforcement,Service d’échange d’information entre INTERPOL/Europol et les organismes canadiens d’application de la loi,STAN00005381,The INTERPOL Crime Unit coordinates and provides assistance in pursuing major international criminal investigations. The Unit offers timely information to police investigators on legislation surrounding criminal investigations and on country requirements for pre-extradition requests.,Le service de lutte contre la criminalité d'INTERPOL coordonne les grandes enquêtes criminelles internationales et apporte son aide dans leur déroulement. Il fournit aux enquêteurs de police des informations actualisées sur la législation relative aux enquêtes criminelles et sur les exigences des pays en matière de demandes de pré-extradition.,TML,,TEL,,,,,,,,Target has been identified as other.  The standard of what is being delivered to the client is defined based on if relevent information that is available to be shared.,La cible a été identifiée comme autre. La norme de ce qui est fourni au client est définie en fonction des informations pertinentes qui peuvent être communiquées.,,Not applicable,Not applicable,Not applicable,Not applicable,rcmp-grc,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada,2023-2024_295_2454,,,Target has been identified as other,Not applicable,
12327,2023-2024,SRV02916,Security Screening Management System (SSMS),Systeme de gestion du filtrage de sécurité (SGFS),STAN00005402,Service is access to a web portal for submission of security screening documents. Time limit of access is variable on a case-by-case basis.,Le service consiste en l’accès à un portail Web servant au versement des documents d’enquête de sécurité. La durée de l’accès est variable au cas par cas.,ACS,,ONL,,,,,,,,The program has not developed to the stage to provide accurate number of perfomance standard results.,"À ce moment, il n’est pas possible à produire un nombre précis pour calculer des résultats un standard de performance. La capacité nécessaire de faire ces calculs n’a pas été développée encore.",,Not applicable,Not applicable,Not applicable,Not applicable,rcmp-grc,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada,2023-2024_295_SRV02916,,,The program has not developed to the stage to provide accurate number of perfomance standard results,Not applicable,
12331,2023-2024,8,Email,Courriel (Yes et Legacy),10,Request fulfillment duration: 20 days,Délai de traitement des demandes: 20 jours,TML,,ONL,,,,,,1620,,Business Volume That Met Service Standard Target: Data collection and measurement is not possible at this time as the ITSM tool has not been configured to collect this information.,Business Volume That Met Service Standard Target: La collecte et l’analyse des données ne peuvent être effectuées à l’heure actuelle puisque l’outil de TI (GSTI) n’a pas été configuré à des fins de collecte d’information.,,https://service.ssc-spc.gc.ca/en/service/email#servicestandards-01,https://service.ssc-spc.gc.ca/fr/service/courriel#normes-01,,,ssc-spc,305,Shared Services Canada,Services partagés Canada,2023-2024_305_8,,,Data collection and measurement is not possible at this time as the ITSM tool has not been configured to collect this information,,
12399,2023-2024,25,"Access to the natural, historic and recreational site (no fee)","Accès au site naturel, historique et récréatif (sans frais)",214,"Access to the natural, historic and recreational site under normal circumstances. Events, maintenance and repair work, inclement weather and emergency operations may have an impact on access to the site.","Accès au site naturel, historique et récréatif dans les circonstances normales. Des événements, des travaux d'entretien et de réparation, des mauvaises conditions météorologiques ou des opérations d'urgence pourraient avoir un impact sur l’accès au site.",ACS,,PERSON,General satisfaction of the clientele,Satisfaction générale de la clientèle,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_25,,,,,
12400,2023-2024,26,Access to the Plains of Abraham Museum,Accès au Musée des plaines d'Abraham,215,Access to the Plains of Abraham Museum during opening hours and under normal circumstances following the purchase of admission.,Accès au Musée des plaines d’Abraham à la suite de l’achat d’une entrée durant les heures d’ouvertures et dans des circonstances normales.,ACS,,PERSON,General satisfaction of the clientele,Satisfaction générale de la clientèle,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_26,,,,,
12401,2023-2024,3690,Access to activities at the Plains of Abraham Museum,Accès aux activités du Musée des plaines d'Abraham,8714,Access to the facilities and to an activity for the general public under normal circumstances following the purchase of admission.,Accès aux installations et à l’activité à la suite de l’achat d’une entrée à une activité grand public dans des circonstances normales.,ACS,,PERSON,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_3690,8714,,,,
12402,2023-2024,3695,"Access to social, cultural, heritage and sports activities for the public at large (no fee)","Accès à des activités socio-culturelles, patrimoniales et sportives gratuites pour le grand public (sans frais)",8715,Access to facilities under normal circumstances for the general public during an activity.,"Accès aux installations d'une activité grand public, dans des circonstances normales.",ACS,,PERSON,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_3695,8715,,,,
12403,2023-2024,27,"Access to historic, thematic and educational activities","Accès à des activités historiques, thématiques et éducative",216,Completion of an activity under normal circumstances following a group reservation at a scheduled time.,"Réalisation de l’activité à la suite d’une réservation de groupe à l’heure prévue, dans des circonstances normales.",ACY,,PERSON,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_27,,,,,
12404,2023-2024,3691,"Access to social, cultural and heritage content online (no fee)",Accès à du contenu socio-culturel et patrimonial en ligne (sans frais),8716,Access to digital solutions at all times under normal circumstances.,Accessibilité aux solutions numériques en tout temps durant les circonstances normales.,ACS,,ONL,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_3691,8716,,,,
12405,2023-2024,3692,Access to a parking space,Accès à une place de stationnement,8717,"Access to a parking space under normal circumstances for daily permits. Upon request for monthly parking stickers. Periodic maintenance work, inclement weather and emergency operations could have an impact on access to the facilities.","Accès à une place de stationnement dans les circonstances normales, pour les permis quotidiens. Sur demande pour les vignettes mensuelles. Des travaux d'entretien périodiques, des mauvaises conditions météorologiques ou des opérations d'urgence pourraient avoir un impact sur l’accès à des installations.",ACS,,PERSON,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_3692,8717,,,,
12406,2023-2024,30,Access to information and the protection of personal information,Accès à l'information et protection des renseignements personnels,8718,"Response to requests within 30 days. If an additional delay is required, inform the client why within the first 30 days.","Réponse aux demandes dans les 30 jours. Si une prorogation de délai est nécessaire, informer le client du motif dans les 30 premiers jours.",TML,,EML,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_30,8718,,,,
12407,2023-2024,324,Receipt of requests to use the territory,Réception des demandes d'utilisation du territoire,8719,Send an acknowledgement of receipt for requests to use the territory within 5 working days.,Envoi d’un accusé de réception d’une demande d’information sur le programme de commémoration dans les 5 jours ouvrables.,TML,,EML,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_324,8719,,,,
12408,2023-2024,29,Commemorative program (no fee),Programme de commémoration (sans frais),8720,Send an acknowledgment of receipt for a request for information on the commemorative program within 5 working days.,Envoi d’un accusé de réception d’une demande d’information sur le programme de commémoration dans les 5 jours ouvrables.,TML,,EML,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_29,8720,,,,
12409,2023-2024,3693,Access to archives (no fee),Accès aux archives (sans frais,8721,Send an acknowledgment of receipt for a request for access to the archives within 5 working days.,Envoi d’un accusé de réception d’une demande d’accès aux archives dans les 5 jours ouvrables.,TML,,EML,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_3693,8721,,,,
12410,2023-2024,3694,Receipt of requests from the media and public at large (no fee),Réception des demandes des médias et du public (sans frais),8722,Send an acknowledgment of receipt for requests from the media and the public at large within 5 working days.,Envoi d’un accusé de réception d’une demande des médias ou du public dans les 5 jours ouvrables.,TML,,EML,,,,,,,,,,,https://www.canada.ca/en/national-battlefields-commission/corporate/publications/plans-reports/service-pledge/refund-policy.html,https://www.canada.ca/fr/commission-champs-bataille-nationaux/organisation/publications/plans-rapports/engagement-matiere-service/politique-remboursements.html,,,nbc-ccbn,218,The National Battlefields Commission,Commission des champs de bataille nationaux,2023-2024_218_3694,8722,,,,
12416,2023-2024,3663,Marine Pilotage Licence or Pilotage Certificate,Brevet de pilote ou certificat de pilotage maritime,8680,Marine Pilotage Licence or Certificate: Process a complete application within 5 business days,Brevet de pilote ou certificat de pilotage maritime : Le délai de traitement d’une demande est de cinq jours ouvrables.,TML,,EML,All Channels,All Channels,,,115,119,0.9664,Count of pilotage licences and pilotage certificates issued and reissued in 2023-24.,Count of pilotage licences and pilotage certificates issued and reissued in 2023-24.,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_3663,8680,,,No,
12422,2023-2024,SRV03509,Pleasure Craft Licence,Délivrance des permis d'embarcations de plaisance,8662,"Renew a pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.","Renouveler un permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.",TML,,OTH,All Channels,All Channels,,,,,,New Service Standard,New Service Standard,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03509,8662,,New Service Standard,No,
12453,2023-2024,SRV03480,Licensing for aviation personnel,Licences pour le personnel en aviation,STAN00006017,Issuance of an RPAS pilot certificate. Immediate once exam results and or flight review results confirmed.,Délivrance d'un certificat de pilote de SATP. Immédiatement après la confirmation des résultats de l'examen et/ou de la revue en vol.,ACY,,ONL,All Channels,All Channels,,,17627,17627,1,,,,No,Non,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03480,,,,No,
12478,2023-2024,SRV03509,Pleasure Craft Licence,Délivrance des permis d'embarcations de plaisance,8661,"Transfer a pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.","Transférer un permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.",TML,,OTH,All Channels,All Channels,,,,,,New Service Standard,New Service Standard,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03509,8661,,New Service Standard,No,
12529,2023-2024,SRV03533,Small Vessel Compliance Program (SVCP),Programme de conformité des petits bâtiments (PCPB),8673,Small Vessel Compliance Program: You will receive your decal within 45 working days of Transport Canada receiving all your documents and completing a technical review,Programme de conformité des petits bâtiments : Vous recevrez votre vignette dans les 45 jours ouvrables suivant la réception par Transports Canada de tous vos documents et la réalisation de l'examen technique.,TML,,ONL,All Channels,All Channels,,,496,602,0.8239,This service standard does not have a target.,This service standard does not have a target.,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03533,8673,,This service standard does not have a target.,No,
12556,2023-2024,SRV03546,Delegated Statutory Inspection Program (DSIP) exemption request applications received,Demandes de dérogation au Programme de Délégation des Inspections Obligatoires (PDIO) reçues,8676,"Delegated Statutory Inspection Program Exemption: 30 business days between receiving an application, together with all supporting documentation, and sending the record of decision to the authorized representative","Exemption du Programme de délégation des inspections obligatoires : 30 jours ouvrables entre la réception d’une demande, accompagnée de toutes les pièces justificatives, et l’envoi du compte rendu de décision au représentant autorisé",TML,,EML,All Channels,All Channels,,,15,17,0.8824,This service standard does not have a target.,This service standard does not have a target.,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03546,8676,,This service standard does not have a target.,No,
12561,2023-2024,SRV03509,Pleasure Craft Licence,Délivrance des permis d'embarcations de plaisance,8663,"Get a duplicate pleasure craft licence document: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.","Obtenir un duplicata permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.",TML,,OTH,All Channels,All Channels,,,,,,New Service Standard,New Service Standard,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03509,8663,,New Service Standard,No,
12586,2023-2024,SRV03551,Aircraft registration,Immatriculation d'aéronef,STAN00006147,De-registration of an RPAS. Immediate once aircraft information received.,Désenregistrement d'un SATP. Immédiate dès réception des informations sur l'aéronef.,ACY,,ONL,All Channels,All Channels,,,1953,1953,1,,,,No,Non,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03551,,,,No,
12587,2023-2024,SRV03509,Pleasure Craft Licence,Délivrance des permis d'embarcations de plaisance,8664,"Update a pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.","Mettre à jour les renseignements figurant sur votre permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.",TML,,OTH,All Channels,All Channels,,,,,,New Service Standard,New Service Standard,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03509,8664,,New Service Standard,No,
12615,2023-2024,SRV03509,Pleasure Craft Licence,Délivrance des permis d'embarcations de plaisance,8665,"Cancel a pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.","Annuler un permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.",TML,,OTH,All Channels,All Channels,,,,,,New Service Standard,New Service Standard,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03509,8665,,New Service Standard,No,
12680,2023-2024,SRV03463,Aviation Exams,Examens aéronautiques,STAN00005980,Administration of an RPAS pilot certificate exam. Immediate once identification information provided and payment received.,Administration d'un examen de certificat de pilote de SATP. Immédiate une fois les informations d'identification fournies et le paiement reçu.,ACY,,ONL,All Channels,All Channels,,,34312,34312,1,,,,No,Non,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03463,,,,No,
